event_id,user_id,event_type,timestamp,hour_of_day,day_of_week,is_weekend,is_anomalous,anomaly_type,ip_address,country,device,login_success,failed_attempts,timezone_gap_hours,instrument,lot_size,trade_volume,pnl,margin_used,trade_duration_seconds,trade_volume_vs_baseline,is_night_trade,amount,method,is_immediate_withdrawal,session_duration_mins,page_clicks,click_rate_per_min,kyc_change_type,account_age_days,time_since_last_event_sec,time_since_last_login_sec,time_since_last_deposit_sec,roll_5_trade_vol_mean,roll_5_trade_vol_std,roll_5_pnl_mean,roll_10_trade_vol_mean,roll_10_trade_vol_std,roll_10_pnl_mean,roll_30_trade_vol_mean,roll_30_trade_vol_std,roll_30_pnl_mean,roll_5_click_rate_mean,roll_10_click_rate_mean,roll_30_click_rate_mean,burst_count_5min,burst_count_30min,unique_ips_last_10_logins,unique_countries_last_10_logins,unique_devices_last_10_logins,rolling_failed_attempts_5,roll_5_deposit_sum,withdrawal_to_deposit_ratio,trade_vol_zscore,pnl_zscore,amount_zscore,session_duration_zscore,lstm_score,lstm_prediction
EVT_759803,USER_0000,trade,2024-01-09 05:45:11,5,1,0,1,wash_trader,,,,,,,USDCHF,0.45,11792.99,117.42,3356.82,1661.0,0.994,0.0,,,,,,,,333,64575.0,233039.0,0.0,10855.384,1280.833443086962,115.14,10373.121428571429,1382.574940963763,111.07857142857142,10373.121428571429,1382.574940963763,111.07857142857142,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.5387390444433342,-0.4438726770872717,0.0,0.0,7.6477837562561035,1
EVT_830140,USER_0000,login,2024-01-10 09:43:30,9,2,0,1,wash_trader,172.16.4.1,SG,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,334,100699.0,333738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.803249359130859,1
EVT_535934,USER_0000,trade,2024-01-10 12:06:07,12,2,0,1,wash_trader,,,,,,,USDCHF,1.12,9355.61,-45.5,2501.89,1995.0,0.789,0.0,,,,,,,,334,8557.0,8557.0,0.0,10261.434,1105.2993750247028,122.302,10245.9325,1329.6075749284612,91.50625,10245.9325,1329.6075749284612,91.50625,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.5716194093128358,-0.5411461312834399,0.0,0.0,6.426931381225586,1
EVT_210591,USER_0000,trade,2024-01-11 03:42:21,3,3,0,1,wash_trader,,,,,,,USDCHF,0.6,10634.75,-70.65,4051.29,2468.0,0.897,0.0,,,,,,,,335,56174.0,64731.0,0.0,10567.996,896.0725464938655,33.527999999999984,10289.134444444446,1250.4686871040706,73.48888888888888,10289.134444444446,1250.4686871040706,73.48888888888888,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.5543637536829487,-0.5561622580513851,0.0,0.0,5.687561988830566,1
EVT_298267,USER_0000,session,2024-01-12 01:43:35,1,4,0,1,wash_trader,,,safari_mac,,,,,,,,,,,,,,,35.6,13.0,0.37,,336,79274.0,144005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.37,0.37,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1318612021726978,4.563724517822266,1
EVT_559857,USER_0000,login,2024-01-13 07:49:58,7,5,1,1,wash_trader,172.16.4.1,SG,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,337,108383.0,252388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.584488391876221,1
EVT_407908,USER_0000,session,2024-01-13 19:15:14,19,5,1,1,wash_trader,,,safari_mac,,,,,,,,,,,,,,,47.5,16.0,0.34,,337,41116.0,41116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.355,0.355,0.355,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6449448898347808,4.327651500701904,1
EVT_593982,USER_0000,trade,2024-01-14 00:23:48,0,6,1,1,wash_trader,,,,,,,USDCHF,1.38,15237.89,32.8,1948.2,779.0,1.285,0.0,,,,,,,,338,18514.0,59630.0,0.0,11578.276,2223.2194440450553,54.14999999999999,10784.01,1959.323548041801,69.42,10784.01,1959.323548041801,69.42,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.492267189854002,-0.4943961223001354,0.0,0.0,102.89054107666016,1
EVT_766722,USER_0000,trade,2024-01-15 10:32:20,10,0,0,1,wash_trader,,,,,,,USDCHF,1.61,7456.9,253.31,1043.77,2408.0,0.629,0.0,,,,,,,,339,122912.0,182542.0,0.0,10895.628,2912.2611861266846,57.475999999999985,10548.268,2214.2005892159914,79.58099999999999,10481.545454545454,2112.1994941641456,86.13727272727273,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.5972330918659754,-0.3627378275248036,0.0,0.0,220.22470092773438,1
EVT_226913,USER_0000,deposit,2024-01-15 20:34:02,20,0,0,1,wash_trader,,,,,,,,,,,,,,,3073.49,crypto,0.0,,,,,340,36102.0,218644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,3073.49,0.0,0.0,0.0,0.8622595525776469,0.0,341.3212890625,1
EVT_656424,USER_0000,deposit,2024-01-17 04:12:29,4,2,0,1,wash_trader,,,,,,,,,,,,,,,2550.21,crypto,0.0,,,,,341,113907.0,332551.0,113907.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,5623.7,0.0,0.0,0.0,0.2178348255829994,0.0,456.6325988769531,1
EVT_889430,USER_0000,trade,2024-01-19 02:27:47,2,4,0,1,wash_trader,,,,,,,USDCHF,1.7,11143.55,157.67,3964.02,1369.0,0.939,0.0,,,,,,,,343,166518.0,499069.0,166518.0,10765.74,2876.495835265541,65.52599999999998,10810.562000000002,2099.7126923504984,90.333,10536.7125,2022.9500558887887,92.09833333333334,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.5475000189983273,-0.4198409036316139,0.0,0.0,539.7901611328125,1
EVT_929132,USER_0000,login,2024-01-19 03:53:44,3,4,0,1,wash_trader,172.16.4.1,SG,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,343,5157.0,504226.0,171675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627.160888671875,1
EVT_966897,USER_0000,trade,2024-01-19 10:08:05,10,4,0,1,wash_trader,,,,,,,USDCHF,1.42,14358.38,-149.45,995.44,2526.0,1.21,0.0,,,,,,,,343,22461.0,22461.0,194136.0,11766.294,3122.8979802148524,44.73599999999998,11013.864,2346.5867188568923,83.519,10830.686923076924,2207.8886256043525,73.51769230769231,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.5041318189665637,-0.6032107983819649,0.0,0.0,733.5581665039062,1
EVT_872185,USER_0000,login,2024-01-20 20:18:25,20,5,1,1,wash_trader,172.16.4.1,SG,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,345,123020.0,145481.0,317156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,828.7564086914062,1
EVT_195543,USER_0000,trade,2024-01-21 03:27:36,3,6,1,1,wash_trader,,,,,,,USDCHF,1.28,12880.97,-4.75,2643.46,2318.0,1.086,0.0,,,,,,,,345,25751.0,25751.0,342907.0,12215.538,3080.7051580230795,57.91599999999998,11391.767,2308.456620568287,45.722,10977.135714285714,2190.9019114746548,67.92714285714285,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.5240621457362304,-0.5168158264805068,0.0,0.0,910.91748046875,1
EVT_898056,USER_0000,session,2024-01-22 06:17:45,6,0,0,1,wash_trader,,,safari_mac,,,,,,,,,,,,,,,31.7,9.0,0.28,,346,96609.0,122360.0,439516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3864447113180061,1013.1661987304688,1
EVT_649140,USER_0000,session,2024-01-23 12:22:43,12,1,0,1,wash_trader,,,safari_mac,,,,,,,,,,,,,,,40.2,33.0,0.82,,347,108298.0,230658.0,547814.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4525,0.4525,0.4525,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1684167829730503,987.27978515625,1
EVT_386036,USER_0000,trade,2024-01-24 06:02:42,6,2,0,1,wash_trader,,,,,,,USDCHF,0.11,15252.73,-58.2,4654.05,3048.0,1.286,0.0,,,,,,,,348,63599.0,294257.0,611413.0,12218.506,3084.3498776289966,39.715999999999994,11898.391,2557.0906121408543,46.93299999999999,11262.175333333334,2382.415613012697,59.51866666666667,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.4920669975923671,-0.5487288275042314,0.0,0.0,866.4625244140625,1
EVT_859162,USER_0000,trade,2024-01-24 18:10:20,18,2,0,1,wash_trader,,,,,,,USDCHF,1.18,10178.85,433.4,3508.64,3310.0,0.858,1.0,,,,,,,,348,43658.0,337915.0,655071.0,12762.896,2124.756410104464,75.734,11829.262,2597.009915985861,66.60499999999999,11194.4675,2317.5116297514737,82.88624999999999,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.5605138650090471,-0.2552128068632032,0.0,0.0,828.20751953125,1
EVT_491156,USER_0000,login,2024-01-25 01:38:15,1,3,0,1,wash_trader,172.16.4.1,SG,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,349,26875.0,364790.0,681946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,805.868896484375,1
EVT_560306,USER_0000,trade,2024-01-25 17:46:16,17,3,0,1,wash_trader,,,,,,,USDCHF,1.94,6270.79,-345.87,3266.79,452.0,0.529,1.0,,,,,,,,349,58081.0,58081.0,740027.0,11788.344,3634.3761518698097,-24.974000000000007,11277.042,3136.6289506474936,20.276,10904.839411764706,2541.892345442344,57.66529411764706,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.6132337686481615,-0.720485852845575,0.0,0.0,802.9012451171875,1
EVT_305781,USER_0000,login,2024-01-28 21:39:51,21,6,1,1,wash_trader,172.16.4.1,SG,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,353,273215.0,331296.0,1013242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,718.6052856445312,1
EVT_980937,USER_0000,withdrawal,2024-02-01 00:19:38,0,3,0,1,wash_trader,,,,,,,,,,,,,,,1660.71,crypto,0.0,,,,,356,268787.0,268787.0,1282029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,5623.7,0.2953055817343927,0.0,0.0,-0.8775936155226022,0.0,672.7841186523438,1
EVT_354055,USER_0000,trade,2024-02-01 17:35:52,17,3,0,1,wash_trader,,,,,,,USDCHF,1.23,14637.44,127.78,2037.36,2101.0,1.234,1.0,,,,,,,,356,62174.0,330961.0,1344203.0,11844.156,3685.493458558841,30.47199999999999,11805.225,3220.7068157859385,37.604,11112.20611111111,2618.2364655311267,61.56055555555555,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.5003672871247978,-0.4376871075717284,0.0,0.0,556.5267333984375,1
EVT_626810,USER_0000,deposit,2024-02-01 21:45:05,21,3,0,1,wash_trader,,,,,,,,,,,,,,,2923.75,crypto,0.0,,,,,357,14953.0,345914.0,1359156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,8547.45,0.0,0.0,0.0,0.6778531953307075,0.0,22057.13671875,1
EVT_616624,USER_0000,login,2024-02-03 03:59:09,3,5,1,1,wash_trader,172.16.4.1,SG,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,358,108844.0,454758.0,108844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31837.21484375,1
EVT_789907,USER_0000,trade,2024-02-04 23:44:08,23,6,1,1,wash_trader,,,,,,,USDCHF,0.78,13696.2,-548.28,4980.91,1419.0,1.155,0.0,,,,,,,,360,157499.0,157499.0,266343.0,12007.202,3760.10677538152,-78.23400000000001,12111.37,3242.5144333440435,-10.158999999999995,11248.205789473684,2612.6121379491187,29.463684210526313,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.5130646566895639,-0.8413373128495427,0.0,0.0,37916.29296875,1
EVT_886786,USER_0000,login,2024-02-06 21:04:01,21,1,0,1,wash_trader,172.16.4.1,SG,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,362,163193.0,320692.0,429536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46453.765625,1
EVT_191403,USER_0000,session,2024-02-07 23:15:12,23,2,0,1,wash_trader,,,safari_mac,,,,,,,,,,,,,,,38.8,53.0,1.37,,363,94271.0,94271.0,523807.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.636,0.636,0.636,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0770278309721701,54496.859375,1
EVT_377773,USER_0000,deposit,2024-02-08 04:16:32,4,3,0,1,wash_trader,,,,,,,,,,,,,,,2548.25,card,0.0,,,,,363,18080.0,112351.0,541887.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,11095.7,0.0,0.0,0.0,0.2154210653305351,0.0,58911.10546875,1
EVT_880124,USER_0000,login,2024-02-09 01:13:16,1,4,0,1,wash_trader,172.16.4.1,SG,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,364,75404.0,187755.0,75404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62803.84375,1
EVT_722895,USER_0000,trade,2024-02-10 13:35:45,13,5,1,1,wash_trader,,,,,,,USDCHF,0.03,15814.48,-190.3,2166.46,3011.0,1.333,0.0,,,,,,,,365,130949.0,130949.0,206353.0,12119.552,3887.5574917639497,-104.654,12169.029,3308.73842042032,-32.469,11476.5195,2740.261958836619,18.475499999999997,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.4844889650469936,-0.627600809454353,0.0,0.0,66735.453125,1
EVT_354887,USER_0000,trade,2024-02-11 02:50:48,2,6,1,1,wash_trader,,,,,,,USDCHF,1.75,11371.99,-164.2,478.36,2363.0,0.959,0.0,,,,,,,,366,47703.0,178652.0,254056.0,12358.18,3773.599776281264,-224.174,12560.538,2894.9777949054387,-74.22,11471.541904761903,2670.974378094292,9.776666666666664,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.5444183532134317,-0.6120174731265849,0.0,0.0,66759.2109375,1
EVT_474236,USER_0000,deposit,2024-02-11 11:13:42,11,6,1,1,wash_trader,,,,,,,,,,,,,,,3023.37,bank,0.0,,,,,366,30174.0,208826.0,284230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,14119.07,0.0,0.0,0.0,0.8005362546932032,0.0,69761.875,1
EVT_176711,USER_0000,trade,2024-02-14 11:41:12,11,2,0,1,wash_trader,,,,,,,USDCHF,1.69,9736.18,54.21,4965.53,1356.0,0.821,0.0,,,,,,,,369,260850.0,469676.0,260850.0,13051.258,2468.6536058993797,-144.158,12419.801,3003.685550661794,-84.566,11392.661818181818,2632.7305941779055,11.796363636363631,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.5664855030452919,-0.4816130100098091,0.0,0.0,47518.2265625,1
EVT_178656,USER_0000,session,2024-02-15 15:54:26,15,3,0,1,wash_trader,,,safari_mac,,,,,,,,,,,,,,,10.4,72.0,6.92,,370,101594.0,571270.0,362444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.946,1.6833333333333331,1.6833333333333331,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7768623381885351,37725.15234375,1
EVT_800812,USER_0000,deposit,2024-02-16 23:31:38,23,4,0,1,wash_trader,,,,,,,,,,,,,,,2723.57,crypto,0.0,,,,,372,113832.0,685102.0,476276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,13769.15,0.0,0.0,0.0,0.4313294568927995,0.0,54069.4765625,1
EVT_108684,USER_0000,login,2024-02-16 23:33:53,23,4,0,1,wash_trader,172.16.4.1,SG,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,372,135.0,685237.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66120.3984375,1
EVT_273155,USER_0000,trade,2024-02-17 13:07:24,13,5,1,1,wash_trader,,,,,,,USDCHF,1.32,11090.7,239.04,1924.78,2522.0,0.935,0.0,,,,,,,,372,48811.0,48811.0,48946.0,12341.91,2407.7449985619337,-121.906,12093.033,2946.5571181750033,-45.717,11379.53304347826,2572.9704672976272,21.676521739130433,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.5482129678546209,-0.3712579121760393,0.0,0.0,76753.234375,1
EVT_579119,USER_0000,withdrawal,2024-02-18 21:11:57,21,6,1,1,wash_trader,,,,,,,,,,,,,,,1478.02,bank,0.0,,,,,374,115473.0,164284.0,164419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,13769.15,0.1073428643017101,0.0,0.0,-1.1025782382382654,0.0,84296.546875,1
EVT_159476,USER_0000,login,2024-02-20 07:18:29,7,1,0,1,wash_trader,172.16.4.1,SG,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,375,122792.0,287076.0,287211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84288.7109375,1
EVT_439584,USER_0000,login,2024-02-23 10:30:37,10,4,0,1,wash_trader,172.16.4.1,SG,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,378,270728.0,270728.0,557939.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84328.1484375,1
EVT_700974,USER_0000,session,2024-02-24 00:13:51,0,5,1,1,wash_trader,,,safari_mac,,,,,,,,,,,,,,,31.0,60.0,1.94,,379,49394.0,49394.0,607333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.266,1.72,1.72,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4321391873184459,81287.4609375,1
EVT_629494,USER_0000,session,2024-02-24 13:22:25,13,5,1,1,wash_trader,,,safari_mac,,,,,,,,,,,,,,,58.9,38.0,0.65,,379,47314.0,96708.0,654647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3400000000000003,1.58625,1.58625,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3891120704133737,83740.2109375,1
EVT_683069,USER_0000,session,2024-02-24 13:34:58,13,5,1,1,wash_trader,,,safari_mac,,,,,,,,,,,,,,,30.3,76.0,2.51,,379,753.0,97461.0,655400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.678,1.6888888888888889,1.6888888888888889,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4778336633188859,69182.7265625,1
EVT_837488,USER_0000,deposit,2024-02-26 22:29:19,22,0,0,1,wash_trader,,,,,,,,,,,,,,,2593.94,crypto,0.0,,,,,382,204861.0,302322.0,860261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,13812.88,0.0,0.0,0.0,0.2716887724402765,0.0,53655.79296875,1
EVT_258065,USER_0000,login,2024-02-28 23:34:02,23,2,0,1,wash_trader,172.16.4.1,SG,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,384,176683.0,479005.0,176683.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35300.38671875,1
