event_id,user_id,event_type,timestamp,hour_of_day,day_of_week,is_weekend,is_anomalous,anomaly_type,ip_address,country,device,login_success,failed_attempts,timezone_gap_hours,instrument,lot_size,trade_volume,pnl,margin_used,trade_duration_seconds,trade_volume_vs_baseline,is_night_trade,amount,method,is_immediate_withdrawal,session_duration_mins,page_clicks,click_rate_per_min,kyc_change_type,account_age_days
EVT_224516,USER_0311,trade,2024-01-01 03:55:28,3,0,0,0,none,,,,,,,USDCHF,1.81,9512.06,58.19,3668.3,3171.0,0.81,1.0,,,,,,,,327
EVT_695666,USER_0404,trade,2024-01-01 03:59:56,3,0,0,0,none,,,,,,,EURUSD,1.22,14225.59,247.88,1672.44,852.0,1.011,0.0,,,,,,,,341
EVT_179965,USER_0116,trade,2024-01-01 04:03:35,4,0,0,0,none,,,,,,,USDCHF,1.5,14366.91,-27.99,4773.09,2117.0,0.81,1.0,,,,,,,,34
EVT_477979,USER_0318,session,2024-01-01 04:12:04,4,0,0,0,none,,,chrome_win,,,,,,,,,,,,,,,25.7,66.0,2.57,,62
EVT_774697,USER_0201,login,2024-01-01 04:15:18,4,0,0,0,none,10.182.34.1,NG,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,65
EVT_842811,USER_0307,deposit,2024-01-01 04:16:42,4,0,0,0,none,,,,,,,,,,,,,,,2398.21,bank,0.0,,,,,31
EVT_587602,USER_0227,trade,2024-01-01 04:22:58,4,0,0,0,none,,,,,,,USDCHF,0.69,3534.63,54.07,4863.7,2180.0,0.837,0.0,,,,,,,,65
EVT_154664,USER_0440,trade,2024-01-01 04:29:53,4,0,0,0,none,,,,,,,XAUUSD,0.47,8350.32,-60.17,3091.04,377.0,1.084,0.0,,,,,,,,71
EVT_819939,USER_0149,trade,2024-01-01 04:31:34,4,0,0,0,none,,,,,,,XAUUSD,1.63,17868.82,-32.75,3352.14,1106.0,0.937,0.0,,,,,,,,33
EVT_612757,USER_0381,withdrawal,2024-01-01 04:32:12,4,0,0,0,none,,,,,,,,,,,,,,,643.54,crypto,0.0,,,,,311
EVT_328518,USER_0053,deposit,2024-01-01 04:35:18,4,0,0,0,none,,,,,,,,,,,,,,,2166.5,card,0.0,,,,,287
EVT_659222,USER_0409,login,2024-01-01 04:35:52,4,0,0,0,none,10.109.95.1,AE,android_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,126
EVT_237994,USER_0138,deposit,2024-01-01 04:36:39,4,0,0,0,none,,,,,,,,,,,,,,,1937.01,crypto,0.0,,,,,222
EVT_951906,USER_0179,trade,2024-01-01 04:37:10,4,0,0,0,none,,,,,,,AUDUSD,1.17,21843.62,246.64,125.77,2184.0,0.773,1.0,,,,,,,,64
EVT_765116,USER_0027,deposit,2024-01-01 04:38:24,4,0,0,0,none,,,,,,,,,,,,,,,3163.38,crypto,0.0,,,,,304
EVT_118441,USER_0092,trade,2024-01-01 04:39:11,4,0,0,0,none,,,,,,,GBPUSD,0.64,8560.34,190.36,127.0,2080.0,1.009,0.0,,,,,,,,297
EVT_367524,USER_0383,deposit,2024-01-01 04:41:45,4,0,0,0,none,,,,,,,,,,,,,,,2845.92,crypto,0.0,,,,,259
EVT_441064,USER_0085,deposit,2024-01-01 04:42:29,4,0,0,0,none,,,,,,,,,,,,,,,470.58,crypto,0.0,,,,,295
EVT_734722,USER_0417,trade,2024-01-01 04:42:54,4,0,0,0,none,,,,,,,BTCUSD,1.65,13367.24,-245.13,4008.65,1301.0,0.865,1.0,,,,,,,,292
EVT_307068,USER_0406,deposit,2024-01-01 04:44:46,4,0,0,0,none,,,,,,,,,,,,,,,2574.02,bank,0.0,,,,,192
EVT_122731,USER_0031,login,2024-01-01 04:48:14,4,0,0,0,none,10.153.234.1,NG,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,123
EVT_843230,USER_0282,session,2024-01-01 04:49:45,4,0,0,0,none,,,chrome_win,,,,,,,,,,,,,,,6.5,48.0,7.38,,348
EVT_935996,USER_0095,login,2024-01-01 04:51:09,4,0,0,0,none,10.135.101.1,RU,chrome_win,1.0,1.0,0.0,,,,,,,,,,,,,,,,12
EVT_134272,USER_0026,trade,2024-01-01 04:51:49,4,0,0,0,none,,,,,,,EURUSD,0.9,27738.95,29.81,1651.91,973.0,0.982,0.0,,,,,,,,140
EVT_431438,USER_0437,login,2024-01-01 04:53:36,4,0,0,0,none,10.41.242.1,US,android_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,17
EVT_162478,USER_0149,trade,2024-01-01 04:58:05,4,0,0,0,none,,,,,,,USDCHF,0.47,21205.24,26.44,2328.96,3121.0,1.112,0.0,,,,,,,,34
EVT_328463,USER_0176,trade,2024-01-01 04:58:25,4,0,0,0,none,,,,,,,AUDUSD,0.79,18188.45,46.69,3345.09,3594.0,0.905,1.0,,,,,,,,149
EVT_721109,USER_0276,trade,2024-01-01 05:05:05,5,0,0,0,none,,,,,,,XAUUSD,0.29,24434.0,-83.66,361.74,2213.0,1.437,0.0,,,,,,,,66
EVT_702593,USER_0464,session,2024-01-01 05:05:35,5,0,0,0,none,,,ios_app,,,,,,,,,,,,,,,47.5,73.0,1.54,,257
EVT_801002,USER_0292,login,2024-01-01 05:07:33,5,0,0,0,none,10.170.155.1,IN,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,319
EVT_300289,USER_0163,login,2024-01-01 05:11:08,5,0,0,0,none,10.249.157.1,IN,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,362
EVT_996385,USER_0238,kyc_change,2024-01-01 05:11:23,5,0,0,0,none,,,,,,,,,,,,,,,,,,,,,phone_update,147
EVT_696474,USER_0109,withdrawal,2024-01-01 05:12:22,5,0,0,0,none,,,,,,,,,,,,,,,926.18,crypto,0.0,,,,,29
EVT_179802,USER_0203,trade,2024-01-01 05:14:37,5,0,0,0,none,,,,,,,XAUUSD,0.78,10880.86,296.89,2524.49,3065.0,0.886,1.0,,,,,,,,251
EVT_551143,USER_0493,trade,2024-01-01 05:23:54,5,0,0,0,none,,,,,,,XAUUSD,0.33,21501.28,-95.9,2285.23,1152.0,1.026,1.0,,,,,,,,261
EVT_291142,USER_0197,session,2024-01-01 05:40:23,5,0,0,0,none,,,ios_app,,,,,,,,,,,,,,,6.0,67.0,11.17,,40
EVT_101484,USER_0462,trade,2024-01-01 05:42:24,5,0,0,0,none,,,,,,,USDJPY,1.42,10984.49,59.8,235.02,836.0,0.824,0.0,,,,,,,,280
EVT_206348,USER_0156,login,2024-01-01 05:48:32,5,0,0,0,none,10.188.58.1,AE,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,198
EVT_209735,USER_0411,withdrawal,2024-01-01 05:50:22,5,0,0,0,none,,,,,,,,,,,,,,,554.72,crypto,0.0,,,,,53
EVT_399085,USER_0337,login,2024-01-01 05:50:36,5,0,0,0,none,10.89.81.1,NG,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,55
EVT_246466,USER_0017,login,2024-01-01 05:51:11,5,0,0,1,device_switcher,10.102.159.1,RU,android_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,318
EVT_546802,USER_0123,session,2024-01-01 05:52:39,5,0,0,0,none,,,safari_mac,,,,,,,,,,,,,,,34.8,45.0,1.29,,231
EVT_645015,USER_0319,session,2024-01-01 05:53:05,5,0,0,0,none,,,safari_mac,,,,,,,,,,,,,,,56.7,64.0,1.13,,248
EVT_550565,USER_0174,trade,2024-01-01 05:55:06,5,0,0,0,none,,,,,,,USDJPY,0.34,14487.46,-404.9,2396.19,1856.0,1.221,0.0,,,,,,,,343
EVT_929503,USER_0164,kyc_change,2024-01-01 06:00:39,6,0,0,0,none,,,,,,,,,,,,,,,,,,,,,address_update,362
EVT_785984,USER_0191,trade,2024-01-01 06:01:13,6,0,0,0,none,,,,,,,BTCUSD,1.82,17063.17,-0.59,1248.16,745.0,0.887,1.0,,,,,,,,308
EVT_136052,USER_0148,login,2024-01-01 06:05:25,6,0,0,0,none,10.75.33.1,UK,android_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,88
EVT_518405,USER_0365,trade,2024-01-01 06:06:58,6,0,0,0,none,,,,,,,EURUSD,0.06,7829.32,87.72,4607.18,2598.0,1.358,0.0,,,,,,,,95
EVT_897725,USER_0109,deposit,2024-01-01 06:09:27,6,0,0,0,none,,,,,,,,,,,,,,,2523.42,card,0.0,,,,,29
EVT_282798,USER_0224,login,2024-01-01 06:15:49,6,0,0,0,none,10.155.84.1,UK,android_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,17
EVT_121238,USER_0227,trade,2024-01-01 06:19:36,6,0,0,0,none,,,,,,,USDCHF,0.21,4355.04,227.68,3021.79,498.0,1.031,0.0,,,,,,,,65
EVT_640924,USER_0445,login,2024-01-01 06:20:04,6,0,0,0,none,10.132.163.1,US,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,150
EVT_942664,USER_0363,deposit,2024-01-01 06:20:11,6,0,0,0,none,,,,,,,,,,,,,,,2557.87,bank,0.0,,,,,83
EVT_551578,USER_0292,deposit,2024-01-01 06:22:16,6,0,0,0,none,,,,,,,,,,,,,,,1109.36,bank,0.0,,,,,319
EVT_179707,USER_0296,trade,2024-01-01 06:23:07,6,0,0,0,none,,,,,,,BTCUSD,1.13,5575.87,-174.45,690.79,2126.0,0.889,0.0,,,,,,,,250
EVT_874080,USER_0384,trade,2024-01-01 06:23:22,6,0,0,0,none,,,,,,,XAUUSD,1.43,12119.15,-26.27,2270.17,2280.0,1.11,1.0,,,,,,,,225
EVT_224256,USER_0225,session,2024-01-01 06:26:18,6,0,0,0,none,,,firefox_linux,,,,,,,,,,,,,,,37.2,59.0,1.59,,247
EVT_580747,USER_0010,trade,2024-01-01 06:28:32,6,0,0,1,device_switcher,,,,,,,BTCUSD,1.98,22914.45,150.32,1792.44,1515.0,1.223,0.0,,,,,,,,173
EVT_530798,USER_0438,login,2024-01-01 06:37:04,6,0,0,0,none,10.46.198.1,UK,android_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,192
EVT_703552,USER_0254,login,2024-01-01 06:38:56,6,0,0,0,none,10.40.177.1,CN,android_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,43
EVT_710843,USER_0322,trade,2024-01-01 06:45:04,6,0,0,0,none,,,,,,,XAUUSD,0.33,3336.58,-81.64,3403.01,3204.0,0.746,0.0,,,,,,,,236
EVT_887850,USER_0342,trade,2024-01-01 06:48:42,6,0,0,0,none,,,,,,,USDCHF,0.19,29448.37,129.21,893.38,956.0,1.054,0.0,,,,,,,,243
EVT_207681,USER_0078,login,2024-01-01 06:54:17,6,0,0,0,none,10.172.14.1,CN,android_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,282
EVT_179678,USER_0477,deposit,2024-01-01 06:57:01,6,0,0,0,none,,,,,,,,,,,,,,,1001.54,crypto,0.0,,,,,359
EVT_571335,USER_0442,trade,2024-01-01 06:58:42,6,0,0,0,none,,,,,,,USDCHF,0.56,32975.92,164.13,3470.14,919.0,1.363,0.0,,,,,,,,351
EVT_857792,USER_0476,login,2024-01-01 07:02:38,7,0,0,0,none,10.250.45.1,UK,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,208
EVT_800144,USER_0293,trade,2024-01-01 07:03:11,7,0,0,0,none,,,,,,,XAUUSD,0.9,3042.01,-385.2,3572.04,2266.0,0.951,0.0,,,,,,,,184
EVT_638921,USER_0111,deposit,2024-01-01 07:03:51,7,0,0,0,none,,,,,,,,,,,,,,,903.31,bank,0.0,,,,,150
EVT_585132,USER_0314,deposit,2024-01-01 07:05:18,7,0,0,0,none,,,,,,,,,,,,,,,683.56,card,0.0,,,,,336
EVT_627685,USER_0375,login,2024-01-01 07:14:22,7,0,0,0,none,10.215.187.1,DE,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,358
EVT_768938,USER_0276,login,2024-01-01 07:15:17,7,0,0,0,none,10.30.35.1,CN,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,66
EVT_727385,USER_0308,session,2024-01-01 07:16:18,7,0,0,0,none,,,firefox_linux,,,,,,,,,,,,,,,23.1,64.0,2.77,,6
EVT_960026,USER_0047,trade,2024-01-01 07:19:02,7,0,0,0,none,,,,,,,BTCUSD,1.55,22215.26,-168.35,2215.09,1236.0,0.951,0.0,,,,,,,,5
EVT_865677,USER_0334,deposit,2024-01-01 07:20:06,7,0,0,0,none,,,,,,,,,,,,,,,684.62,bank,0.0,,,,,162
EVT_740545,USER_0385,kyc_change,2024-01-01 07:23:36,7,0,0,0,none,,,,,,,,,,,,,,,,,,,,,phone_update,18
